ssh://kangpeipei@10.23.10.163:22/home/kangpeipei/anaconda3/envs/sem-pcyc/bin/python3.7 -u /home/kangpeipei/hx/cWGAN_demo/train.py
Parameters:	Namespace(batch_size=64, channels=3, dataset='TU-Berlin', dim_out=25600, epoch_size=100, epochs=10, filter_sketch=False, gamma=0.1, gzs_sbir=False, im_sz=160, lambda_disc_im=1.0, lambda_disc_sk=1.0, lambda_gen=1.0, log_interval=1, lr=0.0001, milestones=[], momentum=0.9, ngpu=1, num_workers=4, photo_sketch='./pretrained/photosketch.pth', semantic_models=['word2vec-google-news'], sk_sz=160, test=False)
Checkpoint path: ./CheckPoints/TU-Berlin/word2vec-google-news/25600
Logger path: ./LogFiles/TU-Berlin/word2vec-google-news/25600
Result path: ./Results/TU-Berlin/word2vec-google-news/25600
Loading data...../sem-pcyc-master/datasets/TU-Berlin/images/ ../sem-pcyc-master/datasets/TU-Berlin/sketches/































Done
DataLoader Done!
Initializing model variables...Done
Initializing trainable models...gen done
gen done
disc done
disc done
Defining optimizers...Done
Defining losses...Done
Initializing variables...Done
Setting logger...Done
Checking cuda...*Cuda exists*...Done
***Train***
[Train] Epoch: [1][1/100]	Time 5.306 (5.306)	Gen. Loss 0.0916 (0.0916)	Disc. Loss -0.0166 (-0.0166)	
[Train] Epoch: [6][48/100]	Time 0.443 (0.471)	Gen. Loss -2.5104 (-2.2749)	Disc. Loss 4.1995 (3.9593)	
[Train] Epoch: [6][49/100]	Time 0.443 (0.471)	Gen. Loss -2.2443 (-2.2743)	Disc. Loss 3.6766 (3.9536)	
[Train] Epoch: [6][50/100]	Time 0.443 (0.470)	Gen. Loss -2.2940 (-2.2747)	Disc. Loss 3.8265 (3.9510)	
[Train] Epoch: [6][51/100]	Time 0.443 (0.469)	Gen. Loss -2.4469 (-2.2780)	Disc. Loss 4.1376 (3.9547)	
[Train] Epoch: [6][52/100]	Time 0.442 (0.469)	Gen. Loss -2.5238 (-2.2828)	Disc. Loss 4.1342 (3.9581)	
[Train] Epoch: [6][53/100]	Time 0.443 (0.468)	Gen. Loss -2.4072 (-2.2851)	Disc. Loss 4.0392 (3.9597)	
[Train] Epoch: [6][54/100]	Time 0.443 (0.468)	Gen. Loss -2.4893 (-2.2889)	Disc. Loss 4.1688 (3.9635)	
[Train] Epoch: [6][55/100]	Time 0.443 (0.467)	Gen. Loss -2.5521 (-2.2937)	Disc. Loss 4.2505 (3.9688)	
[Train] Epoch: [6][56/100]	Time 0.442 (0.467)	Gen. Loss -2.6186 (-2.2995)	Disc. Loss 4.2955 (3.9746)	
[Train] Epoch: [6][57/100]	Time 0.443 (0.467)	Gen. Loss -2.4371 (-2.3019)	Disc. Loss 3.9681 (3.9745)	
[Train] Epoch: [6][58/100]	Time 0.441 (0.466)	Gen. Loss -2.6900 (-2.3086)	Disc. Loss 4.5420 (3.9843)	
[Train] Epoch: [6][59/100]	Time 0.443 (0.466)	Gen. Loss -2.7785 (-2.3166)	Disc. Loss 4.7196 (3.9967)	
[Train] Epoch: [6][60/100]	Time 0.443 (0.465)	Gen. Loss -2.7877 (-2.3244)	Disc. Loss 4.7580 (4.0094)	
[Train] Epoch: [6][61/100]	Time 0.443 (0.465)	Gen. Loss -2.7201 (-2.3309)	Disc. Loss 4.4946 (4.0174)	
[Train] Epoch: [6][62/100]	Time 0.443 (0.465)	Gen. Loss -2.5187 (-2.3339)	Disc. Loss 4.1035 (4.0188)	
[Train] Epoch: [6][63/100]	Time 0.443 (0.464)	Gen. Loss -2.7138 (-2.3400)	Disc. Loss 4.5134 (4.0266)	
[Train] Epoch: [6][64/100]	Time 0.443 (0.464)	Gen. Loss -2.8216 (-2.3475)	Disc. Loss 4.6971 (4.0371)	
[Train] Epoch: [6][65/100]	Time 0.444 (0.464)	Gen. Loss -2.5166 (-2.3501)	Disc. Loss 4.1314 (4.0385)	
[Train] Epoch: [6][66/100]	Time 0.443 (0.463)	Gen. Loss -2.4069 (-2.3509)	Disc. Loss 3.9417 (4.0371)	
[Train] Epoch: [6][67/100]	Time 0.443 (0.463)	Gen. Loss -2.9235 (-2.3595)	Disc. Loss 4.7726 (4.0480)	
[Train] Epoch: [6][68/100]	Time 0.443 (0.463)	Gen. Loss -2.8148 (-2.3662)	Disc. Loss 4.5657 (4.0557)	
[Train] Epoch: [6][69/100]	Time 0.442 (0.462)	Gen. Loss -2.8563 (-2.3733)	Disc. Loss 4.6831 (4.0648)	
[Train] Epoch: [6][70/100]	Time 0.443 (0.462)	Gen. Loss -2.6952 (-2.3779)	Disc. Loss 4.4237 (4.0699)	
[Train] Epoch: [6][71/100]	Time 0.443 (0.462)	Gen. Loss -2.2532 (-2.3761)	Disc. Loss 3.5024 (4.0619)	
[Train] Epoch: [6][72/100]	Time 0.443 (0.462)	Gen. Loss -2.6652 (-2.3801)	Disc. Loss 4.4203 (4.0669)	
[Train] Epoch: [6][73/100]	Time 0.444 (0.461)	Gen. Loss -2.7894 (-2.3858)	Disc. Loss 4.5613 (4.0736)	
[Train] Epoch: [6][74/100]	Time 0.443 (0.461)	Gen. Loss -2.6865 (-2.3898)	Disc. Loss 4.3405 (4.0772)	
[Train] Epoch: [6][75/100]	Time 0.443 (0.461)	Gen. Loss -2.6489 (-2.3933)	Disc. Loss 4.2302 (4.0793)	
[Train] Epoch: [6][76/100]	Time 0.443 (0.461)	Gen. Loss -2.7053 (-2.3974)	Disc. Loss 4.3706 (4.0831)	
[Train] Epoch: [6][77/100]	Time 0.443 (0.460)	Gen. Loss -2.6066 (-2.4001)	Disc. Loss 4.2102 (4.0848)	
[Train] Epoch: [6][78/100]	Time 0.443 (0.460)	Gen. Loss -2.6923 (-2.4038)	Disc. Loss 4.3711 (4.0884)	
[Train] Epoch: [6][79/100]	Time 0.443 (0.460)	Gen. Loss -2.8852 (-2.4099)	Disc. Loss 4.7236 (4.0965)	
[Train] Epoch: [6][80/100]	Time 0.442 (0.460)	Gen. Loss -2.4089 (-2.4099)	Disc. Loss 3.7365 (4.0920)	
[Train] Epoch: [6][81/100]	Time 0.443 (0.460)	Gen. Loss -2.8274 (-2.4151)	Disc. Loss 4.5182 (4.0972)	
[Train] Epoch: [6][82/100]	Time 0.443 (0.459)	Gen. Loss -2.8534 (-2.4204)	Disc. Loss 4.6965 (4.1046)	
[Train] Epoch: [6][83/100]	Time 0.444 (0.459)	Gen. Loss -2.5991 (-2.4226)	Disc. Loss 4.1916 (4.1056)	
[Train] Epoch: [6][84/100]	Time 0.443 (0.459)	Gen. Loss -2.6942 (-2.4258)	Disc. Loss 4.2088 (4.1068)	
[Train] Epoch: [6][85/100]	Time 0.443 (0.459)	Gen. Loss -2.6395 (-2.4283)	Disc. Loss 4.1434 (4.1073)	
[Train] Epoch: [6][86/100]	Time 0.443 (0.459)	Gen. Loss -2.6820 (-2.4313)	Disc. Loss 4.2950 (4.1094)	
[Train] Epoch: [6][87/100]	Time 0.443 (0.458)	Gen. Loss -2.8486 (-2.4361)	Disc. Loss 4.4800 (4.1137)	
[Train] Epoch: [6][88/100]	Time 0.444 (0.458)	Gen. Loss -2.7968 (-2.4402)	Disc. Loss 4.4009 (4.1170)	
[Train] Epoch: [6][89/100]	Time 0.443 (0.458)	Gen. Loss -2.8871 (-2.4452)	Disc. Loss 4.5528 (4.1219)	
[Train] Epoch: [6][90/100]	Time 0.443 (0.458)	Gen. Loss -2.5678 (-2.4466)	Disc. Loss 4.0530 (4.1211)	
[Train] Epoch: [6][91/100]	Time 0.443 (0.458)	Gen. Loss -2.6689 (-2.4490)	Disc. Loss 4.2274 (4.1223)	
[Train] Epoch: [6][92/100]	Time 0.444 (0.458)	Gen. Loss -2.4312 (-2.4488)	Disc. Loss 3.6023 (4.1166)	
[Train] Epoch: [6][93/100]	Time 0.443 (0.458)	Gen. Loss -2.8190 (-2.4528)	Disc. Loss 4.3895 (4.1195)	
[Train] Epoch: [6][94/100]	Time 0.441 (0.457)	Gen. Loss -2.4948 (-2.4532)	Disc. Loss 3.8329 (4.1165)	
[Train] Epoch: [6][95/100]	Time 0.441 (0.457)	Gen. Loss -2.5971 (-2.4547)	Disc. Loss 4.0806 (4.1161)	
[Train] Epoch: [6][96/100]	Time 0.441 (0.457)	Gen. Loss -2.6963 (-2.4573)	Disc. Loss 4.1663 (4.1166)	
[Train] Epoch: [6][97/100]	Time 0.441 (0.457)	Gen. Loss -2.9310 (-2.4621)	Disc. Loss 4.6875 (4.1225)	
[Train] Epoch: [6][98/100]	Time 0.441 (0.457)	Gen. Loss -2.8036 (-2.4656)	Disc. Loss 4.3518 (4.1249)	
[Train] Epoch: [6][99/100]	Time 0.441 (0.456)	Gen. Loss -3.0319 (-2.4713)	Disc. Loss 4.7810 (4.1315)	
[Train] Epoch: [6][100/100]	Time 0.441 (0.456)	Gen. Loss -2.9488 (-2.4761)	Disc. Loss 4.6623 (4.1368)	
[Train] Epoch: [7][1/100]	Time 1.720 (1.720)	Gen. Loss -2.9511 (-2.9511)	Disc. Loss 4.5870 (4.5870)	
[Train] Epoch: [7][2/100]	Time 0.441 (1.081)	Gen. Loss -2.8429 (-2.8970)	Disc. Loss 4.4255 (4.5062)	
[Train] Epoch: [7][3/100]	Time 0.444 (0.868)	Gen. Loss -3.0226 (-2.9389)	Disc. Loss 4.7114 (4.5746)	
[Train] Epoch: [7][4/100]	Time 0.443 (0.762)	Gen. Loss -3.1497 (-2.9916)	Disc. Loss 4.9299 (4.6634)	
[Train] Epoch: [7][5/100]	Time 0.441 (0.698)	Gen. Loss -2.9110 (-2.9755)	Disc. Loss 4.4407 (4.6189)	
[Train] Epoch: [7][6/100]	Time 0.443 (0.655)	Gen. Loss -3.0562 (-2.9889)	Disc. Loss 4.8033 (4.6496)	
[Train] Epoch: [7][7/100]	Time 0.444 (0.625)	Gen. Loss -2.9414 (-2.9821)	Disc. Loss 4.5627 (4.6372)	
[Train] Epoch: [7][8/100]	Time 0.442 (0.602)	Gen. Loss -3.0304 (-2.9882)	Disc. Loss 4.7523 (4.6516)	
[Train] Epoch: [7][9/100]	Time 0.443 (0.585)	Gen. Loss -2.6093 (-2.9461)	Disc. Loss 3.8445 (4.5619)	
[Train] Epoch: [7][10/100]	Time 0.444 (0.570)	Gen. Loss -3.1675 (-2.9682)	Disc. Loss 5.0271 (4.6084)	
[Train] Epoch: [7][11/100]	Time 0.444 (0.559)	Gen. Loss -3.1278 (-2.9827)	Disc. Loss 4.8822 (4.6333)	
[Train] Epoch: [7][12/100]	Time 0.442 (0.549)	Gen. Loss -3.1008 (-2.9926)	Disc. Loss 4.7294 (4.6413)	
[Train] Epoch: [7][13/100]	Time 0.442 (0.541)	Gen. Loss -2.8960 (-2.9851)	Disc. Loss 4.4155 (4.6239)	
[Train] Epoch: [7][14/100]	Time 0.441 (0.534)	Gen. Loss -3.1484 (-2.9968)	Disc. Loss 4.9001 (4.6437)	
[Train] Epoch: [7][15/100]	Time 0.443 (0.528)	Gen. Loss -3.1293 (-3.0056)	Disc. Loss 4.7263 (4.6492)	
[Train] Epoch: [7][16/100]	Time 0.443 (0.522)	Gen. Loss -3.0487 (-3.0083)	Disc. Loss 4.7503 (4.6555)	
[Train] Epoch: [7][17/100]	Time 0.443 (0.518)	Gen. Loss -3.0153 (-3.0087)	Disc. Loss 4.5864 (4.6514)	
[Train] Epoch: [7][18/100]	Time 0.443 (0.514)	Gen. Loss -2.7990 (-2.9971)	Disc. Loss 4.0875 (4.6201)	
[Train] Epoch: [7][19/100]	Time 0.442 (0.510)	Gen. Loss -3.1276 (-3.0039)	Disc. Loss 4.6795 (4.6232)	
[Train] Epoch: [7][20/100]	Time 0.443 (0.506)	Gen. Loss -2.8965 (-2.9986)	Disc. Loss 4.3421 (4.6092)	
[Train] Epoch: [7][21/100]	Time 0.443 (0.503)	Gen. Loss -3.2058 (-3.0084)	Disc. Loss 4.8426 (4.6203)	
[Train] Epoch: [7][22/100]	Time 0.444 (0.501)	Gen. Loss -3.1482 (-3.0148)	Disc. Loss 4.8046 (4.6287)	
[Train] Epoch: [7][23/100]	Time 0.444 (0.498)	Gen. Loss -3.1538 (-3.0208)	Disc. Loss 4.8171 (4.6369)	
[Train] Epoch: [7][24/100]	Time 0.443 (0.496)	Gen. Loss -3.0169 (-3.0207)	Disc. Loss 4.4426 (4.6288)	
[Train] Epoch: [7][25/100]	Time 0.443 (0.494)	Gen. Loss -2.9506 (-3.0179)	Disc. Loss 4.2356 (4.6130)	
[Train] Epoch: [7][26/100]	Time 0.444 (0.492)	Gen. Loss -3.1000 (-3.0210)	Disc. Loss 4.6155 (4.6131)	
[Train] Epoch: [7][27/100]	Time 0.443 (0.490)	Gen. Loss -2.8153 (-3.0134)	Disc. Loss 4.0667 (4.5929)	
[Train] Epoch: [7][28/100]	Time 0.442 (0.488)	Gen. Loss -3.1001 (-3.0165)	Disc. Loss 4.5903 (4.5928)	
[Train] Epoch: [7][29/100]	Time 0.443 (0.487)	Gen. Loss -2.9575 (-3.0145)	Disc. Loss 4.2672 (4.5816)	
[Train] Epoch: [7][30/100]	Time 0.444 (0.485)	Gen. Loss -3.0421 (-3.0154)	Disc. Loss 4.5271 (4.5798)	
[Train] Epoch: [7][31/100]	Time 0.443 (0.484)	Gen. Loss -3.2062 (-3.0215)	Disc. Loss 4.9018 (4.5901)	
[Train] Epoch: [7][32/100]	Time 0.444 (0.483)	Gen. Loss -3.2008 (-3.0271)	Disc. Loss 4.7992 (4.5967)	
[Train] Epoch: [7][33/100]	Time 0.443 (0.482)	Gen. Loss -3.1371 (-3.0305)	Disc. Loss 4.6525 (4.5984)	
[Train] Epoch: [7][34/100]	Time 0.443 (0.480)	Gen. Loss -3.2681 (-3.0375)	Disc. Loss 4.8852 (4.6068)	
[Train] Epoch: [7][35/100]	Time 0.444 (0.479)	Gen. Loss -3.1137 (-3.0396)	Disc. Loss 4.5812 (4.6061)	
[Train] Epoch: [7][36/100]	Time 0.442 (0.478)	Gen. Loss -3.1475 (-3.0426)	Disc. Loss 4.7026 (4.6088)	
[Train] Epoch: [7][37/100]	Time 0.443 (0.477)	Gen. Loss -3.0365 (-3.0425)	Disc. Loss 4.4172 (4.6036)	
[Train] Epoch: [7][38/100]	Time 0.443 (0.476)	Gen. Loss -2.9789 (-3.0408)	Disc. Loss 4.3763 (4.5976)	
[Train] Epoch: [7][39/100]	Time 0.443 (0.476)	Gen. Loss -3.3889 (-3.0497)	Disc. Loss 5.1139 (4.6108)	
[Train] Epoch: [7][40/100]	Time 0.443 (0.475)	Gen. Loss -3.2828 (-3.0556)	Disc. Loss 5.0645 (4.6222)	
[Train] Epoch: [7][41/100]	Time 0.444 (0.474)	Gen. Loss -3.2372 (-3.0600)	Disc. Loss 4.8256 (4.6271)	
[Train] Epoch: [7][42/100]	Time 0.443 (0.473)	Gen. Loss -2.8272 (-3.0544)	Disc. Loss 4.0018 (4.6122)	
[Train] Epoch: [7][43/100]	Time 0.443 (0.473)	Gen. Loss -3.4321 (-3.0632)	Disc. Loss 5.1718 (4.6253)	
[Train] Epoch: [7][44/100]	Time 0.443 (0.472)	Gen. Loss -2.9835 (-3.0614)	Disc. Loss 4.2869 (4.6176)	
[Train] Epoch: [7][45/100]	Time 0.443 (0.471)	Gen. Loss -3.1375 (-3.0631)	Disc. Loss 4.4360 (4.6135)	
[Train] Epoch: [7][46/100]	Time 0.443 (0.471)	Gen. Loss -3.4417 (-3.0713)	Disc. Loss 5.0104 (4.6222)	
[Train] Epoch: [7][47/100]	Time 0.443 (0.470)	Gen. Loss -3.0600 (-3.0711)	Disc. Loss 4.4260 (4.6180)	
[Train] Epoch: [7][48/100]	Time 0.443 (0.470)	Gen. Loss -3.2035 (-3.0739)	Disc. Loss 4.6588 (4.6188)	
[Train] Epoch: [7][49/100]	Time 0.444 (0.469)	Gen. Loss -3.5317 (-3.0832)	Disc. Loss 5.2643 (4.6320)	
[Train] Epoch: [7][50/100]	Time 0.444 (0.469)	Gen. Loss -3.2512 (-3.0866)	Disc. Loss 4.7324 (4.6340)	
[Train] Epoch: [7][51/100]	Time 0.443 (0.468)	Gen. Loss -3.3208 (-3.0912)	Disc. Loss 4.8711 (4.6387)	
[Train] Epoch: [7][52/100]	Time 0.443 (0.468)	Gen. Loss -3.3918 (-3.0969)	Disc. Loss 4.8739 (4.6432)	
[Train] Epoch: [7][53/100]	Time 0.444 (0.467)	Gen. Loss -3.3767 (-3.1022)	Disc. Loss 4.9148 (4.6483)	
[Train] Epoch: [7][54/100]	Time 0.444 (0.467)	Gen. Loss -3.2946 (-3.1058)	Disc. Loss 4.8991 (4.6530)	
[Train] Epoch: [7][55/100]	Time 0.443 (0.466)	Gen. Loss -3.1566 (-3.1067)	Disc. Loss 4.4155 (4.6486)	
[Train] Epoch: [7][56/100]	Time 0.443 (0.466)	Gen. Loss -2.9582 (-3.1040)	Disc. Loss 4.2757 (4.6420)	
[Train] Epoch: [7][57/100]	Time 0.442 (0.465)	Gen. Loss -3.2228 (-3.1061)	Disc. Loss 4.5371 (4.6401)	
[Train] Epoch: [7][58/100]	Time 0.443 (0.465)	Gen. Loss -3.2435 (-3.1085)	Disc. Loss 4.6502 (4.6403)	
[Train] Epoch: [7][59/100]	Time 0.444 (0.465)	Gen. Loss -2.9666 (-3.1061)	Disc. Loss 4.2016 (4.6329)	
[Train] Epoch: [7][60/100]	Time 0.442 (0.464)	Gen. Loss -3.3065 (-3.1094)	Disc. Loss 4.7560 (4.6349)	
[Train] Epoch: [7][61/100]	Time 0.443 (0.464)	Gen. Loss -3.3723 (-3.1137)	Disc. Loss 4.9385 (4.6399)	
[Train] Epoch: [7][62/100]	Time 0.443 (0.464)	Gen. Loss -3.3409 (-3.1174)	Disc. Loss 4.7659 (4.6419)	
[Train] Epoch: [7][63/100]	Time 0.445 (0.463)	Gen. Loss -3.5025 (-3.1235)	Disc. Loss 5.0079 (4.6477)	
[Train] Epoch: [7][64/100]	Time 0.443 (0.463)	Gen. Loss -3.4100 (-3.1280)	Disc. Loss 4.7973 (4.6501)	
[Train] Epoch: [7][65/100]	Time 0.443 (0.463)	Gen. Loss -3.2924 (-3.1305)	Disc. Loss 4.7104 (4.6510)	
[Train] Epoch: [7][66/100]	Time 0.443 (0.462)	Gen. Loss -3.5417 (-3.1368)	Disc. Loss 5.1182 (4.6581)	
[Train] Epoch: [7][67/100]	Time 0.444 (0.462)	Gen. Loss -3.4516 (-3.1415)	Disc. Loss 4.9502 (4.6624)	
[Train] Epoch: [7][68/100]	Time 0.444 (0.462)	Gen. Loss -3.2989 (-3.1438)	Disc. Loss 4.6835 (4.6628)	
[Train] Epoch: [7][69/100]	Time 0.443 (0.462)	Gen. Loss -3.4890 (-3.1488)	Disc. Loss 5.0383 (4.6682)	
[Train] Epoch: [7][70/100]	Time 0.443 (0.461)	Gen. Loss -3.4333 (-3.1528)	Disc. Loss 4.8950 (4.6714)	
[Train] Epoch: [7][71/100]	Time 0.443 (0.461)	Gen. Loss -3.4631 (-3.1572)	Disc. Loss 5.0044 (4.6761)	
[Train] Epoch: [7][72/100]	Time 0.443 (0.461)	Gen. Loss -3.4394 (-3.1611)	Disc. Loss 4.8632 (4.6787)	
[Train] Epoch: [7][73/100]	Time 0.444 (0.461)	Gen. Loss -3.5776 (-3.1668)	Disc. Loss 5.0571 (4.6839)	
[Train] Epoch: [7][74/100]	Time 0.443 (0.460)	Gen. Loss -3.5304 (-3.1717)	Disc. Loss 5.0084 (4.6883)	
[Train] Epoch: [7][75/100]	Time 0.443 (0.460)	Gen. Loss -3.4558 (-3.1755)	Disc. Loss 4.8692 (4.6907)	
[Train] Epoch: [7][76/100]	Time 0.443 (0.460)	Gen. Loss -3.4343 (-3.1789)	Disc. Loss 4.8652 (4.6930)	
[Train] Epoch: [7][77/100]	Time 0.444 (0.460)	Gen. Loss -3.6465 (-3.1850)	Disc. Loss 5.1406 (4.6988)	
[Train] Epoch: [7][78/100]	Time 0.442 (0.459)	Gen. Loss -3.7407 (-3.1921)	Disc. Loss 5.4235 (4.7081)	
[Train] Epoch: [7][79/100]	Time 0.442 (0.459)	Gen. Loss -3.5665 (-3.1969)	Disc. Loss 4.9903 (4.7117)	
[Train] Epoch: [7][80/100]	Time 0.444 (0.459)	Gen. Loss -3.3910 (-3.1993)	Disc. Loss 4.7028 (4.7116)	
[Train] Epoch: [7][81/100]	Time 0.444 (0.459)	Gen. Loss -3.3019 (-3.2006)	Disc. Loss 4.5221 (4.7092)	
[Train] Epoch: [7][82/100]	Time 0.443 (0.459)	Gen. Loss -3.5373 (-3.2047)	Disc. Loss 4.9720 (4.7124)	
[Train] Epoch: [7][83/100]	Time 0.443 (0.458)	Gen. Loss -3.5082 (-3.2083)	Disc. Loss 4.9715 (4.7156)	
[Train] Epoch: [7][84/100]	Time 0.443 (0.458)	Gen. Loss -3.5816 (-3.2128)	Disc. Loss 4.9835 (4.7187)	
[Train] Epoch: [7][85/100]	Time 0.443 (0.458)	Gen. Loss -3.5794 (-3.2171)	Disc. Loss 4.9855 (4.7219)	
[Train] Epoch: [7][86/100]	Time 0.443 (0.458)	Gen. Loss -3.8666 (-3.2246)	Disc. Loss 5.5343 (4.7313)	
[Train] Epoch: [7][87/100]	Time 0.443 (0.458)	Gen. Loss -3.6577 (-3.2296)	Disc. Loss 5.0831 (4.7354)	
[Train] Epoch: [7][88/100]	Time 0.442 (0.458)	Gen. Loss -3.6340 (-3.2342)	Disc. Loss 5.1901 (4.7405)	
[Train] Epoch: [7][89/100]	Time 0.444 (0.457)	Gen. Loss -3.7021 (-3.2395)	Disc. Loss 5.1886 (4.7456)	
[Train] Epoch: [7][90/100]	Time 0.442 (0.457)	Gen. Loss -3.3739 (-3.2410)	Disc. Loss 4.5382 (4.7433)	
[Train] Epoch: [7][91/100]	Time 0.444 (0.457)	Gen. Loss -3.6285 (-3.2452)	Disc. Loss 5.1385 (4.7476)	
[Train] Epoch: [7][92/100]	Time 0.443 (0.457)	Gen. Loss -3.7748 (-3.2510)	Disc. Loss 5.4289 (4.7550)	
[Train] Epoch: [7][93/100]	Time 0.443 (0.457)	Gen. Loss -3.7730 (-3.2566)	Disc. Loss 5.3186 (4.7611)	
[Train] Epoch: [7][94/100]	Time 0.441 (0.457)	Gen. Loss -3.8300 (-3.2627)	Disc. Loss 5.4359 (4.7683)	
[Train] Epoch: [7][95/100]	Time 0.440 (0.456)	Gen. Loss -3.8121 (-3.2685)	Disc. Loss 5.3212 (4.7741)	
[Train] Epoch: [7][96/100]	Time 0.441 (0.456)	Gen. Loss -3.7816 (-3.2738)	Disc. Loss 5.3346 (4.7799)	
[Train] Epoch: [7][97/100]	Time 0.442 (0.456)	Gen. Loss -3.7173 (-3.2784)	Disc. Loss 5.2046 (4.7843)	
[Train] Epoch: [7][98/100]	Time 0.441 (0.456)	Gen. Loss -3.9381 (-3.2851)	Disc. Loss 5.6483 (4.7931)	
[Train] Epoch: [7][99/100]	Time 0.441 (0.456)	Gen. Loss -3.5099 (-3.2874)	Disc. Loss 4.7401 (4.7926)	
[Train] Epoch: [7][100/100]	Time 0.441 (0.456)	Gen. Loss -3.7542 (-3.2921)	Disc. Loss 5.3433 (4.7981)	
[Train] Epoch: [8][1/100]	Time 1.643 (1.643)	Gen. Loss -3.5122 (-3.5122)	Disc. Loss 4.6067 (4.6067)	
[Train] Epoch: [8][2/100]	Time 0.458 (1.051)	Gen. Loss -3.8144 (-3.6633)	Disc. Loss 5.1758 (4.8912)	
[Train] Epoch: [8][3/100]	Time 0.461 (0.854)	Gen. Loss -3.9423 (-3.7563)	Disc. Loss 5.4488 (5.0771)	
[Train] Epoch: [8][4/100]	Time 0.442 (0.751)	Gen. Loss -3.5415 (-3.7026)	Disc. Loss 4.8292 (5.0151)	
[Train] Epoch: [8][5/100]	Time 0.443 (0.689)	Gen. Loss -3.7341 (-3.7089)	Disc. Loss 5.0877 (5.0296)	
[Train] Epoch: [8][6/100]	Time 0.443 (0.648)	Gen. Loss -3.5917 (-3.6894)	Disc. Loss 4.8038 (4.9920)	
[Train] Epoch: [8][7/100]	Time 0.444 (0.619)	Gen. Loss -3.8761 (-3.7161)	Disc. Loss 5.3425 (5.0420)	
[Train] Epoch: [8][8/100]	Time 0.442 (0.597)	Gen. Loss -3.9935 (-3.7507)	Disc. Loss 5.4307 (5.0906)	
[Train] Epoch: [8][9/100]	Time 0.443 (0.580)	Gen. Loss -3.7604 (-3.7518)	Disc. Loss 5.1016 (5.0919)	
[Train] Epoch: [8][10/100]	Time 0.444 (0.566)	Gen. Loss -3.8532 (-3.7620)	Disc. Loss 5.3039 (5.1131)	
[Train] Epoch: [8][11/100]	Time 0.443 (0.555)	Gen. Loss -3.6052 (-3.7477)	Disc. Loss 4.8603 (5.0901)	
[Train] Epoch: [8][12/100]	Time 0.442 (0.546)	Gen. Loss -3.8733 (-3.7582)	Disc. Loss 5.3098 (5.1084)	
[Train] Epoch: [8][13/100]	Time 0.443 (0.538)	Gen. Loss -3.6186 (-3.7474)	Disc. Loss 4.8416 (5.0879)	
[Train] Epoch: [8][14/100]	Time 0.443 (0.531)	Gen. Loss -3.9372 (-3.7610)	Disc. Loss 5.3932 (5.1097)	
[Train] Epoch: [8][15/100]	Time 0.443 (0.525)	Gen. Loss -4.0001 (-3.7769)	Disc. Loss 5.4610 (5.1331)	
[Train] Epoch: [8][16/100]	Time 0.443 (0.520)	Gen. Loss -3.6318 (-3.7679)	Disc. Loss 4.9014 (5.1186)	
[Train] Epoch: [8][17/100]	Time 0.443 (0.516)	Gen. Loss -3.7187 (-3.7650)	Disc. Loss 4.9850 (5.1108)	
[Train] Epoch: [8][18/100]	Time 0.443 (0.511)	Gen. Loss -3.8416 (-3.7692)	Disc. Loss 5.2766 (5.1200)	
[Train] Epoch: [8][19/100]	Time 0.444 (0.508)	Gen. Loss -3.9484 (-3.7787)	Disc. Loss 5.3675 (5.1330)	
[Train] Epoch: [8][20/100]	Time 0.442 (0.505)	Gen. Loss -3.8879 (-3.7841)	Disc. Loss 5.3945 (5.1461)	
[Train] Epoch: [8][21/100]	Time 0.444 (0.502)	Gen. Loss -4.0132 (-3.7950)	Disc. Loss 5.6510 (5.1701)	
[Train] Epoch: [8][22/100]	Time 0.442 (0.499)	Gen. Loss -3.4440 (-3.7791)	Disc. Loss 4.6193 (5.1451)	
[Train] Epoch: [8][23/100]	Time 0.444 (0.497)	Gen. Loss -3.8541 (-3.7823)	Disc. Loss 5.1168 (5.1438)	
[Train] Epoch: [8][24/100]	Time 0.444 (0.494)	Gen. Loss -3.6740 (-3.7778)	Disc. Loss 4.7136 (5.1259)	
[Train] Epoch: [8][25/100]	Time 0.444 (0.492)	Gen. Loss -3.7851 (-3.7781)	Disc. Loss 4.9879 (5.1204)	
[Train] Epoch: [8][26/100]	Time 0.443 (0.490)	Gen. Loss -3.8308 (-3.7801)	Disc. Loss 5.2018 (5.1235)	
[Train] Epoch: [8][27/100]	Time 0.443 (0.489)	Gen. Loss -3.7311 (-3.7783)	Disc. Loss 4.7753 (5.1106)	
[Train] Epoch: [8][28/100]	Time 0.444 (0.487)	Gen. Loss -3.4101 (-3.7652)	Disc. Loss 4.2129 (5.0786)	
[Train] Epoch: [8][29/100]	Time 0.442 (0.486)	Gen. Loss -3.7200 (-3.7636)	Disc. Loss 4.7834 (5.0684)	
[Train] Epoch: [8][30/100]	Time 0.442 (0.484)	Gen. Loss -3.4027 (-3.7516)	Disc. Loss 4.1125 (5.0365)	
[Train] Epoch: [8][31/100]	Time 0.444 (0.483)	Gen. Loss -3.7891 (-3.7528)	Disc. Loss 4.9526 (5.0338)	
[Train] Epoch: [8][32/100]	Time 0.444 (0.482)	Gen. Loss -3.9182 (-3.7580)	Disc. Loss 5.0443 (5.0341)	
